32252 3 мальное  (1972) (2002) (1944) (1965) (1982) (1957) (1964) (1997) (1944)
32252 4          (2007)      .      .      .      . (1998) (1985)      .      .
32287 1 среднее    0.28   0.94   9.63   1.17    .     0.15   3.75   6.69   3.23
32287 2 макси-        4      9     19      8      .      3     18     15     19
32287 3 мальное  (1987) (2013) (1947) (1937)      . (1998) (1964) (1959) (1947)
32389 1 среднее    0.15   3.48   9.30   0.31    .     0.03   2.65   6.47   3.20
32389 2 макси-        5     15     20      4      .      1     13     14     20
32389 3 мальное  (2007) (2002) (1915) (1937)      . (1943) (1964) (1972) (1915)
32389 4               .      .      .      .      . (1955)      . (1976)      .
32477 1 среднее    0.18   1.59  10.12   1.69   0.09   0.31   4.64   8.01   3.33
32477 2 макси-        4     10     20      6      2      4     16     19     20
32477 3 мальное  (1939) (1990) (2002) (1959) (1937) (1955) (1964) (1975) (2002)
32477 4          (1966) (2013)      .      .      .      . (1990)      .      .
32509 1 среднее    0.02   2.39   4.19   0.06    .      .     0.03   2.54   1.54
32509 2 макси-        1      8     13      2      .      .      1     10     13
32509 3 мальное  (1995) (1984) (1989) (1983)      .      . (1985) (2006) (1989)
32509 4               . (1997)      .      .      .      . (1997)      .      .
32562 1 среднее     .     1.10   1.98   0.40    .     0.06   1.51   2.17   1.20
32562 2 макси-        .      6      5      3      .      1      6      7      7
32562 3 мальное       . (1992) (1972) (1987)      . (1972) (1990) (1976) (1976)
32562 4               . (1996) (1981)      .      . (1988)      . (1997) (1997)
32618 1 среднее    0.64   3.34   5.82   0.25   0.01   0.01   0.28   3.90   1.78
32618 2 макси-        7     13     21      2      1      1      5     12     21
32618 3 мальное  (1943) (1959) (1960) (1923) (1923) (1929) (1934) (1980) (1960)
32618 4               .      .      . (1933)      .      .      .      .      .
34110 1 среднее    2.42   4.70   0.70    .      .      .     0.57   4.32   2.54
34110 2 макси-       16     20      9      .      .      .      6     12     20
34110 3 мальное  (2007) (1900) (1917)      .      .      . (1977) (1902) (1900)
34123 1 среднее    2.26   3.66   0.47   0.01    .      .     0.48   3.44   1.72
34123 2 макси-       14     12      5      1      .      .      6     13     14
34123 3 мальное  (2007) (1971) (1999) (1967)      .      . (1977) (1961) (2007)
34123 4               . (2009)      .      .      .      .      .      .      .
34152 1 среднее    1.89   4.30   0.37    .      .      .     0.63   4.37   2.31
34152 2 макси-        9     13      2      .      .      .      5     12     13
34152 3 мальное  (1977) (1971) (1961)      .      .      . (1977) (1961) (1971)
34152 4          (2007) (2010) (1969)      .      .      .      .      . (2010)
34163 1 среднее    0.33   1.51   0.70   0.05    .      .     0.56   1.80   0.83
34163 2 макси-        3      8      5      2      .      .      3      7      8
34163 3 мальное  (1903) (1930) (1940) (1908)      .      . (1904) (1904) (1930)
34163 4          (1986) (2010) (1999)      .      .      . (1921)      . (2010)
34186 1 среднее    1.07   2.88   0.37   0.02    .      .     0.65   3.13   1.35
34186 2 макси-        7     10      3      1      .      .      6      8     10
34186 3 мальное  (1990) (1984) (1969) (1967)      .      . (1973) (1958) (1984)
34186 4               .      .      .      .      .      .      . (1967)      .
34579 1 среднее    4.68   3.45   0.12    .      .      .     0.30   3.83   2.48
34579 2 макси-       18     11      2      .      .      .      4     12     18
34579 3 мальное  (2007) (1955) (1937)      .      .      . (1973) (1943) (2007)
34579 4               . (2009) (1952)      .      .      .      .      .      .
34720 1 среднее    2.06   0.68   0.01    .      .      .     0.01   0.64   0.68
34720 2 макси-        8      6      1      .      .      .      1      5      8
34720 3 мальное  (1934) (1960) (1940)      .      .      . (1956) (1910) (1934)
34720 4               .      .      .      .      .      .      . (1987)      .
34740 1 среднее    3.59   1.48   0.01    .      .      .     0.15   2.27   1.50
34740 2 макси-       12      6      1      .      .      .      4      7     12
34740 3 мальное  (1950) (1948) (1940)      .      .      . (1941) (1946) (1950)
34740 4               .      .      .      .      .      .      . (1988)      .
34866 1 среднее    3.80   1.91   0.04    .      .      .     0.20   2.11   1.61
34866 2 макси-       13      9      1      .      .      .      4      7     13
34866 3 мальное  (2007) (1962) (1945)      .      .      . (1958) (1963) (2007)
34866 4               .      . (1960)      .      .      .      . (1973)      .
34880 1 среднее    6.48   3.02   0.02    .      .      .     0.05   2.58   2.43
34880 2 макси-       19     11      1      .      .      .      2     12     19
34880 3 мальное  (1890) (1934) (1918)      .      .      . (1973) (1925) (1890)
34880 4               .      . (1952)      .      .      .      .      .      .
34927 1 среднее    4.11   0.92   0.04    .      .      .     0.11   1.56   1.35
34927 2 макси-       14      8      2      .      .      .      3      7     14
34927 3 мальное  (1974) (1939) (1952)      .      .      . (1941) (1949) (1974)
34927 4               .      .      .      .      .      .      . (1957)      .
34949 1 среднее    2.63   1.33   0.11    .      .      .     0.08   1.13   1.05
34949 2 макси-        7      6      2      .      .      .      2      6      7
34949 3 мальное  (1967) (1987) (1986)      .      .      . (1986) (1982) (1967)
34949 4          (1975)      .      .      .      .      .      .      . (1975)
35011 1 среднее    0.58   1.89   0.51   0.02    .     0.02   0.64   1.75   0.77
35011 2 макси-        4      6      4      1      .      1      4      6      6
35011 3 мальное  (1967) (1966) (2000) (1979)      . (1976) (1989) (1967) (1966)
35011 4          (1983)      .      .      .      .      .      .      .      .
36038 1 среднее     .     6.88   4.08   0.25    .     0.07   3.93   6.70   3.65
36038 2 макси-        .     19     12      3      .      1     11     21     21
36038 3 мальное       . (1995) (2010) (1987)      . (1936) (1968) (1980) (1980)
36038 4               .      .      . (2014)      . (1947) (1972)      .      .
36064 1 среднее    0.78   2.14   1.44   0.14    .      .     0.45   1.64   1.10
36064 2 макси-        7      7      5      3      .      .      3      6      7
36064 3 мальное  (2008) (1956) (1992) (1933)      .      . (1955) (1955) (2008)
36064 4               . (2003) (2006)      .      .      . (2004)      .      .
36096 1 среднее     .    10.65   5.03   0.10    .     0.01   4.72   8.32   4.80
36096 2 макси-        .     19     13      3      .      1     11     17     19
36096 3 мальное       . (1973) (1957) (1970)      . (2006) (1968) (1989) (1973)
36096 4               . (1989)      .      .      .      .      .      . (1989)
36229 1 среднее    0.05  10.69   6.80   0.36   0.03   0.53   8.99   7.94   4.42
36229 2 макси-        1     20     14      3      1      5     19     20     20
36229 3 мальное  (1968) (1962) (1957) (1949) (1936) (1969) (1939) (1997) (1962)
36229 4          (1974)      .      . (1961) (1972)      .      .      .      .
36259 1 среднее     .     5.28   6.81   1.20   0.17   1.71   9.12   2.56   3.84
36259 2 макси-        .     15     14      5      2      7     18      9     18
36259 3 мальное       . (1949) (1942) (1936) (1947) (1936) (1939) (2014) (1939)
36259 4               .      . (2013) (1942) (1952) (1951)      .      .      .
36307 1 среднее     .     5.83   6.38   0.29    .     0.15   5.02   7.88   4.26
36307 2 макси-        .     11     18      4      .      1     14     17     18
36307 3 мальное       . (1961) (1954) (1961)      . (1951) (1949) (2001) (1954)
36307 4               . (1974)      . (1970)      . (1952)      .      .      .
37001 1 среднее    3.92   0.25    .      .      .      .      .     0.56   1.58
37001 2 макси-       13      3      .      .      .      .      .      7     13
37001 3 мальное  (1972) (1965)      .      .      .      .      . (1977) (1972)
37001 4               . (2005)      .      .      .      .      .      .      .
37061 1 среднее    3.52   1.53   0.06    .      .      .     0.08   1.48   1.33
37061 2 макси-        8      6      2      .      .      .      1      6      8
37061 3 мальное  (1957) (1934) (1988)      .      .      . (1926) (1965) (1957)
37061 4          (1992)      .      .      .      .      . (1931) (2011) (1992)
37107 1 среднее    6.19   1.58   0.05    .      .      .     0.03   1.15   1.80
37107 2 макси-       15      9      1      .      .      .      1      6     15
37107 3 мальное  (1976) (1981) (1976)      .      .      . (1941) (1951) (1976)
37107 4               .      . (1981)      .      .      . (1956) (1977)      .
37126 1 среднее    0.37   3.65   3.09   0.33   0.04   0.07   1.75   2.65   1.50
37126 2 макси-        3     11     10      3      1      1      9     12     12
37126 3 мальное  (1979) (2001) (2002) (1976) (1981) (1970) (1997) (1980) (1980)
37126 4               .      .      . (1994) (1992) (1979)      .      .      .
37228 1 среднее    2.42   1.00   0.07    .      .      .      .     0.81   1.07
37228 2 макси-       10      8      2      .      .      .      .      6     10
37228 3 мальное  (1914) (1915) (1988)      .      .      .      . (1985) (1914)
37470 1 среднее    3.06   0.12    .      .      .      .      .     0.10   1.10
37470 2 макси-       11      2      .      .      .      .      .      2     11
37470 3 мальное  (1943) (1956)      .      .      .      .      . (1946) (1943)
37470 4               . (2004)      .      .      .      .      . (1965)      .
37472 1 среднее    4.60   0.44    .      .      .      .      .     0.21   1.75
37472 2 макси-       15      6      .      .      .      .      .      3     15
37472 3 мальное  (1883) (2009)      .      .      .      .      . (1977) (1883)
37472 4               .      .      .      .      .      .      . (1993)      .
37663 1 среднее    5.26   2.49   0.15    .      .      .     0.04   1.37   1.86
37663 2 макси-       16     10      2      .      .      .      2     10     16
37663 3 мальное  (1927) (1911) (1912)      .      .      . (1956) (1977) (1927)
37663 4               . (1987) (1940)      .      .      .      .      .      .
31152 1 среднее     .     2.83   5.04   0.58   0.08   0.76   3.89   0.61   1.97
31152 2 макси-        .      8     12      3      2      8     11      4     12
31152 3 мальное       . (1986) (1950) (1940) (1954) (1955) (1951) (1950) (1950)
31152 4               .      .      . (1947)      .      .      . (1961)      .
