36096 1    17    13     2     1     1     1     1     .     1     3     7     9    32     1    33
36096 2  2011  1980  1985  1975  2008  1977  1984     .  1991  1990  2001  2002  1984  1975  1984
36096 3     .     .     .     .     .     .     .     .  1994  1998     .     .     .  1977     .
36229 1     7     5     2     1     2     2     4     3     4     2     9     9    22     9    25
36229 2  1982  1975  1969  1966  1989  2012  1976  1969  1983  1985  1971  1966  1971  1985  1983
36229 3     .  1983  1984  1974     .     .     .  1975     .  1987     .  1980     .     .     .
36259 1    10     8     4     1     .     1     .     1     3     5     6     6    17     3    17
36259 2  2008  1984  1975  1975     .  1969     .  1973  1968  1968  2007  1988  1984  1968  1984
36259 3     .     .     .     .     .  1989     .  1983     .     .     .     .     .     .     .
36307 1    18    14     4     6     .     .     .     .     1     2     5     5    25     6    26
36307 2  2011  2005  1997  1972     .     .     .     .  1983  1976  1995  1976  2005  1972  2005
36307 3     .     .     .     .     .     .     .     .     .  1988     .     .     .     .     .
37001 1     2     4     4     5     8     3     1     1     3     3     3     4     9     9    15
37001 2  1967  1968  1972  1966  1996  2006  1966  1967  1986  1981  1966  1972  1972  1996  1996
37001 3  1970     .  1979     .     .     .  1968     .     .     .     .  1983  1979     .     .
37061 1    19    15    13     4     2     2     1     3     4    12    17    25    74    10    79
37061 2  1971  1977  1988  1966  1970  1993  1984  1967  1970  1972  1968  1969  1966  1967  1966
37061 3     .     .     .  1967  1984     .  1985  1969  2001     .     .     .     .     .     .
37107 1    10    10    13    11     7     5     6     3     3     4     6    13    42    23    65
37107 2  1987  1968  1967  1967  1986  1966  1969  1971  1988  1968  1967  1967  1967  1967  1967
37107 3     .     .     .     .     .     .     .  1989     .  1976     .     .     .     .     .
37126 1    13    13    23    24    24    26    27    27    25    25    15    17    73   123   188
37126 2  1970  1979  1981  2001  1976  1987  1989  1997  1980  2010  1980  1966  1970  1988  1988
37126 3     .     .     .     .  2008     .     .     .  2009     .     .     .     .  1992     .
37228 1    15    14    12     5     2     2     1     1     2     6    14    14    60     8    67
37228 2  1985  1996  1985  1985  1982  2002  1982  1990  2001  1988  1985  1986  1996  1992  1996
37228 3     .     .     .     .  1985     .  1990  1996  2003     .     .     .     .     .     .
37470 1     6    13    11    13     8     2     1     1     3     3     5     8    27    19    43
37470 2  1979  1977  1973  1977  1980  1977  1974  1976  1987  1982  1976  1982  1973  1980  1977
37470 3     .     .  1978     .     .     .  1978  1977     .  1993     .     .     .     .     .
37472 1     9    14    13    13     5     2     2     2     2     7     4     8    31    17    39
37472 2  1999  1973  1969  1977  2006  1993  2003  2006  1979  1993  1973  1999  1973  2006  1973
37472 3  2007     .     .     .     .  2011  2007     .     .     .  1974  2000     .     .     .
37663 1    13    12    19    10     6     2     2     2     4     7    10    12    54    13    65
37663 2  1970  1981  1984  2003  1978  1987  1973  1983  1970  1986  1976  1966  1969  1973  1969
37663 3     .     .     .     .     .     .     .  1992  1983     .  1987     .     .     .     .
31152 1     7     2     .     1     2     5     9    10     8     4     3     4    10    23    26
31152 2  1986  1968     .  1971  1975  1988  2009  2008  1974  1981  1970  1987  1969  1995  1995
31152 3     .  1969     .  1975  1983     .     .     .  1986     .     .     .     .     .     .
